id,function,function_num
WP_000234483.1 MULTISPECIES: DUF554 domain-containing protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000234823.1 MULTISPECIES: fatty acid metabolism transcriptional regulator FadR [Enterobacteriaceae],no_hit,11
WP_000235090.1 MULTISPECIES: Ig domain-containing protein [Escherichia],tail,2
WP_000235210.1 MULTISPECIES: aliphatic sulfonate ABC transporter permease SsuC [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
"WP_000235416.1 hypothetical protein, partial [Escherichia coli]",no_hit,11
WP_000235522.1 MULTISPECIES: quinone oxidoreductase [Enterobacteriaceae],other,6
WP_000235663.1 thiamine/thiamine pyrophosphate ABC transporter permease ThiP [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000236317.1 oxidoreductase [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000236977.1 acetyltransferase [Escherichia coli],other,6
WP_000237947.1 MULTISPECIES: amino-acid N-acetyltransferase [Enterobacteriaceae],no_hit,11
WP_000239181.1 envelope stress response activation lipoprotein NlpE [Escherichia coli],no_hit,11
WP_000239579.1 MULTISPECIES: endoribonuclease toxin ChpB [Enterobacteriaceae],no_hit,11
WP_000239596.1 MULTISPECIES: lipoprotein toxin entericidin B [Enterobacterales],lysis,1
WP_000239733.1 ribonuclease P protein component [Escherichia coli],transcription_regulation,7
WP_000239881.1 MULTISPECIES: class I SAM-dependent methyltransferase [Enterobacteriaceae],no_hit,11
WP_000239959.1 radical SAM family heme chaperone HemW [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000241011.1 MULTISPECIES: bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase [Enterobacteriaceae],no_hit,11
WP_000241259.1 MULTISPECIES: 4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Enterobacteriaceae],other,6
WP_000241671.1 homoserine kinase [Escherichia coli],no_hit,11
WP_000242755.1 MULTISPECIES: cAMP-activated global transcriptional regulator CRP [Enterobacterales],no_hit,11
WP_000243741.1 MULTISPECIES: RNase adapter RapZ [Enterobacteriaceae],other,6
WP_000244203.1 MULTISPECIES: 3-phenylpropionate MFS transporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000244781.1 MULTISPECIES: protein YgfX [Enterobacteriaceae],no_hit,11
WP_000245650.1 mannose/fructose/sorbose PTS transporter subunit IIA [Escherichia coli],no_hit,11
WP_000245723.1 CDI system deoxyribonuclease CdiA-o11 [Escherichia coli],tail,2
WP_000245816.1 type III secretion system LEE needle protein cochaperone EscG [Escherichia coli],no_hit,11
WP_000245915.1 hypothetical protein [Escherichia coli],no_hit,11
WP_000246059.1 MULTISPECIES: AraC family transcriptional regulator [Enterobacteriaceae],unknown_function,9
WP_000246158.1 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000246433.1 type VI secretion system baseplate subunit TssK [Escherichia coli],no_hit,11
WP_000246554.1 class 1b ribonucleoside-diphosphate reductase subunit alpha [Escherichia coli],no_hit,11
WP_000246788.1 malonyl-ACP O-methyltransferase BioC [Escherichia coli],no_hit,11
WP_000246815.1 MULTISPECIES: 30S ribosomal protein S12 [Bacteria],dna_rna_and_nucleotide_metabolism,4
WP_000246856.1 YraN family protein [Escherichia coli],no_hit,11
WP_000246882.1 MULTISPECIES: 30S ribosomal protein S2 [Enterobacteriaceae],no_hit,11
WP_000247872.1 NADH-quinone oxidoreductase subunit C/D [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000248639.1 AI-2E family transporter YdiK [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000249209.1 penicillin-binding protein activator LpoA [Escherichia coli],no_hit,11
WP_000249410.1 MULTISPECIES: ribosome biogenesis GTPase Der [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000250007.1 MULTISPECIES: DNA polymerase I [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000250274.1 MULTISPECIES: hemolysin III family protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000250473.1 MULTISPECIES: helix-turn-helix transcriptional regulator [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000251694.1 ABC-three component system middle component 2 [Escherichia coli],unknown_function,9
WP_000251735.1 MULTISPECIES: 6-phosphofructokinase II [Enterobacteriaceae],tail,2
WP_000251875.1 MULTISPECIES: phosphoglucosamine mutase [Bacteria],no_hit,11
WP_000252388.1 MULTISPECIES: excinuclease Cho [Enterobacteriaceae],integration_and_excision,10
WP_000252905.1 MULTISPECIES: transcriptional regulator GutM [Enterobacteriaceae],unknown_function,9
WP_000252980.1 MULTISPECIES: MAPEG family protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000253274.1 MULTISPECIES: lysine-specific permease [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000253799.1 Cu(+)/Ag(+) sensor histidine kinase CusS [Escherichia coli],no_hit,11
WP_000253975.1 MULTISPECIES: glucose-1-phosphate adenylyltransferase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000254140.1 MULTISPECIES: TerD family protein [Enterobacteriaceae],no_hit,11
WP_000254360.1 succinate dehydrogenase membrane anchor subunit [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000254636.1 MULTISPECIES: biofilm peroxide resistance protein BsmA [Gammaproteobacteria],no_hit,11
WP_000254708.1 MULTISPECIES: protein-L-isoaspartate O-methyltransferase [Enterobacteriaceae],no_hit,11
WP_000254738.1 MULTISPECIES: endoribonuclease MazF [Enterobacteriaceae],no_hit,11
WP_000254839.1 MULTISPECIES: sulfate transporter CysZ [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000255020.1 galactose/methyl galactoside ABC transporter ATP-binding protein MglA [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000255079.1 MULTISPECIES: tellurium resistance membrane protein TerC [Gammaproteobacteria],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000256002.1 MULTISPECIES: peptidylprolyl isomerase B [Enterobacteriaceae],no_hit,11
WP_000256203.1 MULTISPECIES: LPS biosynthesis-modulating metalloenzyme YejM [Enterobacteriaceae],no_hit,11
WP_000256391.1 TIM barrel protein [Escherichia coli],no_hit,11
WP_000256438.1 MULTISPECIES: arabinose-proton symporter AraE [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000256450.1 MULTISPECIES: 30S ribosomal protein S16 [Enterobacteriaceae],no_hit,11
WP_000256678.1 TetR/AcrR family transcriptional regulator [Escherichia coli],no_hit,11
WP_000256723.1 MULTISPECIES: head decoration protein [Enterobacteriaceae],no_hit,11
WP_000256969.1 MULTISPECIES: energy-coupling factor ABC transporter ATP-binding protein [Enterobacterales],other,6
WP_000257010.1 phage DNA ejection protein [Escherichia coli],no_hit,11
WP_000257187.1 MULTISPECIES: bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH [Enterobacteriaceae],other,6
WP_000257278.1 MULTISPECIES: elongation factor P [Gammaproteobacteria],no_hit,11
WP_000257293.1 MULTISPECIES: stringent starvation protein SspA [Enterobacteriaceae],no_hit,11
WP_000257409.1 MULTISPECIES: glutaminase B [Enterobacteriaceae],no_hit,11
WP_000257740.1 DNA damage-inducible protein YebG [Escherichia coli],no_hit,11
WP_000257930.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],unknown_function,9
WP_000258241.1 ArsC family reductase [Escherichia coli],no_hit,11
WP_000259002.1 MULTISPECIES: gpW family head-tail joining protein [Enterobacteriaceae],connector,3
WP_000261909.1 helix-turn-helix domain-containing protein [Escherichia coli],no_hit,11
WP_000262107.1 colicin V production protein [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000262146.1 L-glyceraldehyde 3-phosphate reductase [Escherichia coli],no_hit,11
WP_000263098.1 MULTISPECIES: DNA-directed RNA polymerase subunit beta [Enterobacteriaceae],no_hit,11
WP_000263347.1 MULTISPECIES: succinate dehydrogenase cytochrome b556 subunit [Enterobacteriaceae],lysis,1
WP_000263572.1 cytochrome bd-II oxidase subunit 1 [Escherichia coli],no_hit,11
WP_000264777.1 MULTISPECIES: tRNA (guanosine(37)-N1)-methyltransferase TrmD [Bacteria],no_hit,11
WP_000265265.1 CPBP family intramembrane glutamic endopeptidase [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000265942.1 MULTISPECIES: galactofuranose ABC transporter substrate-binding protein YtfQ [Enterobacteriaceae],no_hit,11
WP_000266488.1 MULTISPECIES: DUF1992 domain-containing protein [Enterobacteriaceae],no_hit,11
WP_000267659.1 fructosamine kinase family protein [Escherichia coli],no_hit,11
WP_000268232.1 MULTISPECIES: flap endonuclease Xni [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000268419.1 MULTISPECIES: DedA family general envelope maintenance protein YghB [Enterobacteriaceae],lysis,1
WP_000268557.1 replication endonuclease [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000269501.1 MULTISPECIES: DNA-binding transcriptional activator PunR [Enterobacteriaceae],no_hit,11
WP_000270159.1 MULTISPECIES: DUF2730 family protein [Enterobacteriaceae],connector,3
WP_000270282.1 MULTISPECIES: cytochrome bd-I oxidase subunit CydX [Gammaproteobacteria],unknown_function,9
WP_000270305.1 MULTISPECIES: cytochrome bd-II oxidase subunit CbdX [Pseudomonadota],unknown_function,9
WP_000270375.1 MULTISPECIES: secondary thiamine-phosphate synthase enzyme YjbQ [Enterobacteriaceae],no_hit,11
WP_000270665.1 MULTISPECIES: flagellar export chaperone FliS [Enterobacteriaceae],no_hit,11
WP_000271153.1 MULTISPECIES: N-acetylglucosamine-6-phosphate deacetylase [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000271401.1 MULTISPECIES: 50S ribosomal protein L21 [Enterobacteriaceae],connector,3
WP_000271685.1 MULTISPECIES: DUF1380 family protein [Enterobacteriaceae],no_hit,11
WP_000271966.1 L-2-hydroxyglutarate oxidase [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000272188.1 MULTISPECIES: DUF3461 family protein [Gammaproteobacteria],transcription_regulation,7
WP_000272824.1 MULTISPECIES: glutamate/aspartate ABC transporter permease GltK [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000273151.1 MULTISPECIES: DUF4224 domain-containing protein [Enterobacteriaceae],transcription_regulation,7
WP_000273200.1 methyltransferase [Escherichia coli],no_hit,11
WP_000273309.1 MULTISPECIES: fructose-1-phosphate/6-phosphogluconate phosphatase [Enterobacteriaceae],other,6
WP_000273724.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],no_hit,11
WP_000273844.1 P-loop NTPase fold protein [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000273919.1 DUF1281 domain-containing protein [Escherichia coli],no_hit,11
WP_000274524.1 MULTISPECIES: TrbG/VirB9 family P-type conjugative transfer protein [Enterobacteriaceae],no_hit,11
WP_000274577.1 YbaL family putative K(+) efflux transporter [Escherichia coli],no_hit,11
WP_000274629.1 MULTISPECIES: AraC family transcriptional regulator [Enterobacteriaceae],no_hit,11
WP_000275365.1 xylulokinase [Escherichia coli],no_hit,11
WP_000276149.1 MULTISPECIES: multidrug/spermidine efflux SMR transporter subunit MdtJ [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000276458.1 MULTISPECIES: heme lyase NrfEFG subunit NrfF [Enterobacteriaceae],no_hit,11
WP_000277484.1 type II toxin-antitoxin system RelE/ParE family toxin [Escherichia coli],no_hit,11
WP_000277885.1 polysaccharide deacetylase family protein [Escherichia coli],no_hit,11
WP_000278505.1 MULTISPECIES: universal stress protein UspG [Enterobacteriaceae],no_hit,11
WP_000279120.1 prophage tail fiber N-terminal domain-containing protein [Escherichia coli],tail,2
"WP_000279793.1 HNH endonuclease, partial [Escherichia coli]",dna_rna_and_nucleotide_metabolism,4
WP_000279872.1 MULTISPECIES: tyrosine-type recombinase/integrase [Enterobacteriaceae],integration_and_excision,10
"WP_000280488.1 MULTISPECIES: bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Enterobacteriaceae]",dna_rna_and_nucleotide_metabolism,4
WP_000281320.1 MULTISPECIES: DUF2002 family protein [Enterobacteriaceae],no_hit,11
WP_000281463.1 type I-E CRISPR-associated protein Cas6/Cse3/CasE [Escherichia coli],other,6
WP_000281680.1 MULTISPECIES: class I adenylate cyclase [Gammaproteobacteria],dna_rna_and_nucleotide_metabolism,4
WP_000282071.1 inovirus-type Gp2 protein [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000282084.1 MULTISPECIES: inovirus-type Gp2 protein [Escherichia],dna_rna_and_nucleotide_metabolism,4
WP_000282125.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000283664.1 MULTISPECIES: zinc-binding phosphatase [Enterobacteriaceae],no_hit,11
WP_000284027.1 MULTISPECIES: lipoyl(octanoyl) transferase LipB [Bacteria],no_hit,11
WP_000284050.1 MULTISPECIES: D-sedoheptulose 7-phosphate isomerase [Enterobacteriaceae],no_hit,11
WP_000284241.1 outer membrane usher protein [Escherichia coli],tail,2
WP_000284277.1 MULTISPECIES: fumarylacetoacetate hydrolase family protein [Enterobacteriaceae],no_hit,11
WP_000284524.1 MULTISPECIES: class II holin family protein [Escherichia],lysis,1
WP_000284602.1 thiamine phosphate synthase [Escherichia coli],no_hit,11
WP_000284714.1 MULTISPECIES: lipoprotein-releasing ABC transporter permease subunit LolC [Enterobacteriaceae],no_hit,11
WP_000284784.1 MULTISPECIES: AraC family transcriptional regulator [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000285352.1 MULTISPECIES: sugar/pyridoxal phosphate phosphatase YigL [Enterobacteriaceae],other,6
WP_000285607.1 MULTISPECIES: Zn(2+)-responsive transcriptional regulator [Enterobacterales],no_hit,11
WP_000285784.1 MULTISPECIES: 4'-phosphopantetheinyl transferase AcpT [Enterobacteriaceae],no_hit,11
WP_000286494.1 deoxyribonuclease I [Escherichia coli],lysis,1
"WP_000287458.1 MULTISPECIES: poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA [Enterobacteriaceae]",no_hit,11
WP_000288132.1 MULTISPECIES: beta-ketoacyl-ACP synthase III [Enterobacteriaceae],no_hit,11
WP_000288369.1 DNA-3-methyladenine glycosylase 2 [Escherichia coli],no_hit,11
WP_000288572.1 clamp-binding protein CrfC [Escherichia coli],no_hit,11
WP_000288710.1 MULTISPECIES: SOS-induced cell division inhibitor SulA [Enterobacteriaceae],no_hit,11
WP_000289090.1 MULTISPECIES: bacterioferritin-associated ferredoxin [Enterobacteriaceae],transcription_regulation,7
WP_000289295.1 Mu transposase C-terminal domain-containing protein [Escherichia coli],integration_and_excision,10
WP_000289343.1 MULTISPECIES: PcfJ domain-containing protein [Enterobacteriaceae],integration_and_excision,10
WP_000290223.1 MULTISPECIES: thiosulfate/sulfate ABC transporter substrate-binding protein CysP [Enterobacteriaceae],no_hit,11
WP_000290466.1 MULTISPECIES: phage major tail tube protein [Enterobacteriaceae],connector,3
WP_000290551.1 phage antirepressor Ant [Escherichia coli],no_hit,11
WP_000290570.1 Slp family lipoprotein YeaY [Escherichia coli],no_hit,11
WP_000290727.1 MULTISPECIES: 50S ribosomal protein L32 [Gammaproteobacteria],unknown_function,9
WP_000290823.1 single-stranded DNA-binding protein [Escherichia coli],no_hit,11
WP_000291263.1 N-acetylglucosamine kinase [Escherichia coli],no_hit,11
WP_000291541.1 MULTISPECIES: lactose permease [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
"WP_000292363.1 DUF551 domain-containing protein, partial [Escherichia coli]",no_hit,11
"WP_000294644.1 exonuclease, partial [Escherichia coli]",no_hit,11
"WP_000297142.1 transposase, partial [Escherichia coli]",unknown_function,9
"WP_000297231.1 DUF1983 domain-containing protein, partial [Escherichia coli]",tail,2
"WP_000297513.1 colicin E5-related ribonuclease, partial [Escherichia coli]",no_hit,11
"WP_000299604.1 MULTISPECIES: phage tail protein, partial [Escherichia]",connector,3
"WP_000299605.1 tail fiber protein, partial [Escherichia coli]",tail,2
"WP_000300209.1 conjugative transfer relaxase/helicase TraI domain-containing protein, partial [Escherichia coli]",head_and_packaging,5
"WP_000300246.1 hypothetical protein, partial [Escherichia coli]",unknown_function,9
WP_000301028.1 MULTISPECIES: lipopolysaccharide kinase InaA [Enterobacteriaceae],no_hit,11
WP_000301248.1 MULTISPECIES: TerD family protein [Enterobacteriaceae],no_hit,11
WP_000301577.1 YmfQ family protein [Escherichia coli],tail,2
WP_000301651.1 MULTISPECIES: bifunctional acetaldehyde-CoA/alcohol dehydrogenase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000301737.1 glucose-6-phosphate dehydrogenase [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000301797.1 helix-turn-helix domain-containing protein [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000301864.1 MULTISPECIES: 50S ribosomal protein L2 [Pseudomonadota],no_hit,11
"WP_000302102.1 hypothetical protein, partial [Escherichia coli]",no_hit,11
"WP_000303437.1 CII family transcriptional regulator, partial [Escherichia coli]",transcription_regulation,7
"WP_000303722.1 MULTISPECIES: phage minor tail protein L, partial [Enterobacteriaceae]",no_hit,11
"WP_000306442.1 IS66 family insertion sequence element accessory protein TnpB, partial [Escherichia coli]",integration_and_excision,10
"WP_000306525.1 RusA family crossover junction endodeoxyribonuclease, partial [Escherichia coli]",unknown_function,9
"WP_000306765.1 hypothetical protein, partial [Escherichia coli]",no_hit,11
"WP_000307867.1 RHS repeat domain-containing protein, partial [Escherichia coli]",dna_rna_and_nucleotide_metabolism,4
"WP_000310004.1 T3SS effector NleG family protein, partial [Escherichia coli]",no_hit,11
WP_000312488.1 MULTISPECIES: FtsH protease activity modulator HflK [Enterobacteriaceae],other,6
"WP_000313339.1 T3SS effector leucine-rich repeat protein EspR3, partial [Escherichia coli]",unknown_function,9
"WP_000313826.1 tape measure domain-containing protein, partial [Escherichia coli]",head_and_packaging,5
"WP_000313827.1 tape measure domain-containing protein, partial [Escherichia coli]",head_and_packaging,5
"WP_000316644.1 MFS transporter, partial [Escherichia coli]",moron_auxiliary_metabolic_gene_and_host_takeover,8
"WP_000317652.1 DUF5983 family protein, partial [Escherichia coli]",unknown_function,9
"WP_000319055.1 YfjI family protein, partial [Escherichia coli]",dna_rna_and_nucleotide_metabolism,4
"WP_000319056.1 YfjI family protein, partial [Escherichia coli]",dna_rna_and_nucleotide_metabolism,4
"WP_000319871.1 3'-5' exonuclease, partial [Escherichia coli]",dna_rna_and_nucleotide_metabolism,4
"WP_000320953.1 head-tail joining protein, partial [Escherichia coli]",unknown_function,9
"WP_000320954.1 head-tail joining protein, partial [Escherichia coli]",unknown_function,9
"WP_000321669.1 DUF1317 family protein, partial [Escherichia coli]",transcription_regulation,7
"WP_000321706.1 phage tail protein, partial [Escherichia coli]",tail,2
WP_000323221.1 hypothetical protein [Escherichia coli],no_hit,11
WP_000323555.1 MULTISPECIES: universal stress protein UspD [Enterobacteriaceae],no_hit,11
WP_000323571.1 MULTISPECIES: universal stress protein UspA [Enterobacteriaceae],other,6
WP_000323843.1 PTS fructose-like transporter subunit IIB [Escherichia coli],transcription_regulation,7
"WP_000324899.1 DUF1983 domain-containing protein, partial [Escherichia coli]",tail,2
"WP_000324902.1 DUF1983 domain-containing protein, partial [Escherichia coli]",tail,2
"WP_000324904.1 DUF1983 domain-containing protein, partial [Escherichia coli]",tail,2
"WP_000325282.1 hypothetical protein, partial [Escherichia coli]",dna_rna_and_nucleotide_metabolism,4
"WP_000325284.1 DNA-binding protein, partial [Escherichia coli]",dna_rna_and_nucleotide_metabolism,4
"WP_000325430.1 phage tail assembly chaperone, partial [Escherichia coli]",no_hit,11
"WP_000326744.1 DnaT-like ssDNA-binding domain-containing protein, partial [Escherichia coli]",no_hit,11
"WP_000326771.1 hypothetical protein, partial [Escherichia coli]",no_hit,11
"WP_000329525.1 MULTISPECIES: DUF987 family protein, partial [Enterobacteriaceae]",unknown_function,9
"WP_000329988.1 RusA family crossover junction endodeoxyribonuclease, partial [Escherichia coli]",connector,3
"WP_000330201.1 C40 family peptidase, partial [Escherichia coli]",dna_rna_and_nucleotide_metabolism,4
WP_000331376.1 formate dehydrogenase O subunit beta [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000331454.1 iron-sulfur cluster repair protein YtfE [Escherichia coli],no_hit,11
WP_000331566.1 siderophore-iron reductase FhuF [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000331707.1 MULTISPECIES: Fe-S cluster assembly scaffold IscU [Enterobacteriaceae],no_hit,11
WP_000331776.1 MULTISPECIES: pyruvate dehydrogenase complex transcriptional repressor PdhR [Enterobacteriaceae],transcription_regulation,7
WP_000332037.1 MULTISPECIES: class Ia ribonucleoside-diphosphate reductase subunit beta [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
WP_000332269.1 MULTISPECIES: site-specific integrase [Escherichia],integration_and_excision,10
WP_000333125.1 MULTISPECIES: carnitine metabolism transcriptional regulator CaiF [Enterobacteriaceae],no_hit,11
WP_000333170.1 MULTISPECIES: membrane integrity-associated transporter subunit PqiA [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000333495.1 MULTISPECIES: GpE family phage tail protein [Enterobacteriaceae],unknown_function,9
WP_000334100.1 glutamine--fructose-6-phosphate transaminase (isomerizing) [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000334221.1 MULTISPECIES: amidophosphoribosyltransferase [Enterobacteriaceae],no_hit,11
WP_000334610.1 SOS response-associated peptidase [Escherichia coli],no_hit,11
WP_000334881.1 MULTISPECIES: hydrogenase 3 maturation protein HypC [Enterobacteriaceae],no_hit,11
WP_000334896.1 MULTISPECIES: hydrogenase maturation factor HybG [Enterobacteriaceae],no_hit,11
WP_000337047.1 asparagine synthase B [Escherichia coli],no_hit,11
WP_000337656.1 hydrogenase nickel incorporation protein HypB [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000338974.1 MULTISPECIES: type IV secretory system conjugative DNA transfer family protein [Enterobacteriaceae],no_hit,11
WP_000339106.1 EamA family transporter RarD [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000339489.1 hydrogenase 4 subunit B [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000339591.1 reactive chlorine-specific transcriptional regulator RclR [Escherichia coli],no_hit,11
WP_000339792.1 4-hydroxy-3-polyprenylbenzoate decarboxylase [Escherichia coli],no_hit,11
WP_000339951.1 recombination-promoting nuclease RpnC [Escherichia coli],no_hit,11
WP_000340206.1 MULTISPECIES: potassium/proton antiporter [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000340289.1 fimbria/pilus outer membrane usher protein [Escherichia coli],tail,2
WP_000340624.1 type III secretion system effector EspX2 [Escherichia coli],unknown_function,9
WP_000341004.1 MULTISPECIES: EscS/YscS/HrcS family type III secretion system export apparatus protein [Bacteria],lysis,1
WP_000341032.1 flotillin family protein [Escherichia coli],no_hit,11
WP_000342430.1 SecY-interacting protein [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000342448.1 MULTISPECIES: type II toxin-antitoxin system toxin acetyltransferase AtaT [Escherichia],no_hit,11
WP_000342643.1 MULTISPECIES: NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase [Enterobacteriaceae],other,6
WP_000342749.1 MULTISPECIES: TraR/DksA family transcriptional regulator [Enterobacteriaceae],other,6
WP_000343210.1 MULTISPECIES: cell division protein DamX [Escherichia],no_hit,11
WP_000343292.1 type IVB secretion system protein IcmH/DotU [Escherichia coli],no_hit,11
WP_000344419.1 hypothetical protein [Escherichia coli],no_hit,11
WP_000344657.1 hypothetical protein [Escherichia coli],head_and_packaging,5
WP_000344800.1 MULTISPECIES: Hha toxicity modulator TomB [Enterobacteriaceae],unknown_function,9
WP_000344963.1 protein YdfB [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000345402.1 MULTISPECIES: nicotinamide riboside transporter PnuC [Escherichia],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000345437.1 sulfite exporter TauE/SafE family protein [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
"WP_000346017.1 MULTISPECIES: UDP-glucose--(galactosyl) LPS alpha1,2-glucosyltransferase [Enterobacteriaceae]",no_hit,11
WP_000347013.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],unknown_function,9
WP_000347117.1 MULTISPECIES: crotonobetainyl-CoA dehydrogenase [Gammaproteobacteria],no_hit,11
"WP_000347215.1 (2E,6E)-farnesyl diphosphate synthase [Escherichia coli]",no_hit,11
WP_000347273.1 MULTISPECIES: type II toxin-antitoxin system ribonuclease toxin YhaV [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
"WP_000347633.1 MULTISPECIES: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EntA [Enterobacteriaceae]",no_hit,11
WP_000347714.1 MULTISPECIES: DNA recombination protein RmuC [Enterobacteriaceae],no_hit,11
WP_000347850.1 MULTISPECIES: acyl-CoA dehydrogenase [Enterobacteriaceae],no_hit,11
WP_000348794.1 type VI secretion system baseplate subunit TssG [Escherichia coli],no_hit,11
WP_000349287.1 flagellar basal-body rod protein FlgF [Escherichia coli],tail,2
WP_000349855.1 MULTISPECIES: siroheme synthase CysG [Enterobacteriaceae],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000349922.1 MULTISPECIES: L-carnitine CoA-transferase [Escherichia],dna_rna_and_nucleotide_metabolism,4
WP_000350058.1 MULTISPECIES: protein YcaR [Gammaproteobacteria],unknown_function,9
WP_000350115.1 hypothetical protein [Escherichia coli],no_hit,11
WP_000350395.1 MULTISPECIES: glycoside hydrolase family 10 protein [Enterobacteriaceae],no_hit,11
WP_000350591.1 protein YqeK [Escherichia coli],no_hit,11
WP_000350957.1 p-hydroxybenzoic acid efflux pump subunit AaeB [Escherichia coli],moron_auxiliary_metabolic_gene_and_host_takeover,8
WP_000351284.1 glyoxylate/hydroxypyruvate reductase GhrA [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000351464.1 MULTISPECIES: oxygen-insensitive NAD(P)H nitroreductase [Enterobacteriaceae],dna_rna_and_nucleotide_metabolism,4
"WP_000352823.1 phage tail tape measure protein, partial [Escherichia coli]",tail,2
WP_000353873.1 NupC/NupG family nucleoside CNT transporter [Escherichia coli],no_hit,11
WP_000354046.1 MULTISPECIES: FAD assembly factor SdhE [Enterobacteriaceae],unknown_function,9
WP_000354622.1 MULTISPECIES: acetyl-CoA carboxylase biotin carboxyl carrier protein [Enterobacteriaceae],head_and_packaging,5
WP_000355484.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae],no_hit,11
WP_000356344.1 MULTISPECIES: phage virion morphogenesis protein [Enterobacteriaceae],connector,3
WP_000356841.1 DUF4132 domain-containing protein YehI [Escherichia coli],dna_rna_and_nucleotide_metabolism,4
WP_000356956.1 MULTISPECIES: ethanolamine utilization microcompartment protein EutS [Enterobacteriaceae],no_hit,11
